objectid,filename,youtubeid,vimeoid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,source,identifier,rights,rightsstatement,type,culture
coll250,250,,,"Votive slip folio 36 recto 2, 769.952.C685 v.38",image/jpg,"Single-unit votive slip with double black border. Figure wearing red mask holding white fan, multiple white slips with black text floating above.",Unknown,,Unknown,single-page; print,Tengu,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0074b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll251,251,,,"Votive slip folio 12 verso 1, 769.952.C685 v.38",image/jpg,"Two-unit votive slip with double black border. Card with red face at center. Black text in upper left corner, white slip with black text in lower right corner. Light green background.",Unknown,,Unknown,single-page; print,Tengu,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0025a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll252,252,,,"Votive slip folio 8 recto 1, 769.952.C685 v.38",image/jpg,Two-unit votive slip with double black border. Four white slips with black text on blue patterned backround along left edge. Decorative pattern in remaining space.,Unknown,,Unknown,single-page; print,Tengu,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0018a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll253,253,,,"Matchbook cover folio 15 recto 5, 769.952.C685 v.35",image/jpg,Single matchbook cover with black border enclosing mask with large nose against bright green background. Black text on nose and surrounding spaces.,Unknown,,Unknown,single-page; matchbooks,Tengu; Matchbook Labels,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v35_0032e,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll254,254,,,"Votive slip folio 12 recto 1, 769.952.C685 v.26",image/jpg,"Two-unit votive slip with black border and light green background. Contains two black and white slips in upper right corner, text in bottom left corner, and image of votive picture tablet with red and blue masks.",Unknown,,Unknown,single-page; print,Tengu; Masks,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v26_0026a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll255,255,,,"Votive slip folio 2 recto 2, 769.952.C685 v.26",image/jpg,"Single-unit votive slip in three sections, each with own black border. Top half contains image of older man wearing costume item on his back decorated with a bright orange face and white beard. Bottom half divided in two small units. Left has white text on black background. Right has image of votive object.",Unknown,,Unknown,single-page; print,Tengu; Masks,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v26_0006b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll256,256,,,"Votive slip folio 4 recto 4, 769.952.C685 v.23",image/jpg,"Single-unit votive slip with double black border. Male in white, red mask with white beard strapped on back. White slips with black text in upper and lower right corners.",Unknown,,Taishō period (1912-1926),single-page; print,Tengu,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v23_0010d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll257,257,,,"Votive slip folio 26 recto 1, 769.952.C685 v.22",image/jpg,"Two-unit votive slip with double black border. Male character with white hair, holding feather fan. White slips with black text in upper corners.",Unknown,,Taishō period (1912-1926),single-page; print,Tengu,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digitall",769_952_c685_v22_0054a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll258,258,,,"Votive slip folio 13 verso 4, 769.952.C685 v.16",image/jpg,Single-unit votive slip with double black border. Purple and orange squares at top with black text. Mask and shield below.,Unknown,,Unknown,single-page; print,Tengu; Masks,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v16_0027d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll259,259,,,"Votive slip folio 10 recto 2, 769.952.C685 v.15",image/jpg,Four-unit votive slip with double black border. Two men dancing in colorful kimonos. White slips with black text in surrounding space.,Unknown,,Taishō period (1912-1926),single-page; print,Tengu,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v15_0022b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll260,260,,,"Folio 39 verso, 769.952.C685 v.13",image/jpg,Votive slip on page. Three areas. White text on black background along right edge. Sketch of face in white on black background at upper left. Black text and red seal on white background below.,Unknown,,Unknown,single-page; nôsatsu print,Tengu; Tengu Kōhei,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v13_0076,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll261,261,,,"Kurama tengu, from the series One Hundred Nō Plays (Nōgaku hyakuban)",image/jpg,,"TSUKIOKA Kōgyo 月岡耕漁 (Japanese, 1869-1927)",,"Taishô period (1912-1926), 1922-1926",multi-page; print,Tengu,Japan,35.6762,139.6503,"Gift of Elizabeth D. Moyer & Michael C. Powanda, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website","2017:36.50a,b","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll262,262,,,Yoshitsune on Mount Kurama (Yoshitsune Kuramayama no zu),image/jpg,,"UTAGAWA Yoshikazu 歌川芳員 (Japanese, fl. circa 1850s-1860s)",,"Edo (Tokugawa) period (1615-1868), 1859 [Ansei 6, 2nd month]",multi-page; print,Tengu,Japan,35.6762,139.6503,"Gift of the Goldman and Gillespie Families from the Henry and May Goldman Collection, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",2006:16.9a-c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll263,263,,,"Nōsatsu, Tengu Kōhei",image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Tengu; Tengu Kōhei,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.755,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll264,264,,,"Nōsatsu, Tengu Kōhei",image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Tengu; Tengu Kōhei,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.328,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll265,265,,,"Nōsatsu, Tengu Kōhei",image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Tengu; Tengu Kōhei,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.327,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll266,266,,,Nōsatsu of Bodhisattva Kannon,image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Tengu; Masks,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1401,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll267,267,,,Nōsatsu of man wearing tengu mask,image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Tengu; Masks,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1312,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll268,268,,,Nōsatsu of man wearing tengu mask,image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Tengu,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1161,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll269,269,,,Netsuke of Laughing Umbrella Demon,image/jpg,,Unknown,,"Edo (Tokugawa) period (1615-1868), 19th century?",netsuke; wood,Yōkai,Japan,35.6762,139.6503,"The Elizabeth Cole Butler Bequest to the Museum, 2004, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",TN00562.57,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll270,270,,,Silhouette of a Lantern Spirit and Kitsune,image/jpg,A silhoutte of a lantern spirit on the right side and a silhoutte of a kitsune (fox) holding a skull afixed to a pole on the left side.,Unknown,,Unknown,single-page; print,Yōkai,Japan,35.6762,139.6503,"""Silhouette of a Lantern Spirit and Kitsune,"" Shōbundō senjafuda collection, Coll 482, Special Collections & University Archives, University of Oregon Libraries, Eugene, Oregon.

Learn more about the Shōbundō senjafuda collection at Archives West",Shōbundō senjafuda collection (Coll 482),"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll271,271,,,Silhouettes of Japanese Spirits,image/jpg,A silhouette of a kimono clad teapot spirit on the right side and a silhouette of a lantern spirit [????] on the left side.,Unknown,,Unknown,single-page; print,Yōkai,Japan,35.6762,139.6503,"""Silhouettes of Japanese Spirits,"" Shōbundō senjafuda collection, Coll 482, Special Collections & University Archives, University of Oregon Libraries, Eugene, Oregon.

Learn more about the Shōbundō senjafuda collection at Archives West",Shōbundō senjafuda collection (Coll 482),"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll272,272,,,Teapot and Tea Cup Spirits,image/jpg,A teapot spirit with eyes and legs on the right and a pair of one-eyed tea cups on the left side.,Unknown,,Unknown,single-page; print,Yōkai; Tsukumogami,Japan,35.6762,139.6503,"""Teapot and Tea Cup Spirits,"" Shōbundō senjafuda collection, Coll 482, Special Collections & University Archives, University of Oregon Libraries, Eugene, Oregon.

Learn more about the Shōbundō senjafuda collection at Archives West",Shōbundō senjafuda collection (Coll 482),"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll273,273,,,Teakettle and Ladle Spirits,image/jpg,A tea kettle spirit with the furry legs and tail of a tanuki on the right side and a tea ladle spirit with one eye and arms on the left side.,Unknown,,Unknown,single-page; print,Yōkai; Tsukumogami,Japan,35.6762,139.6503,"""Teakettle and Ladle Spirits,"" Shōbundō senjafuda collection, Coll 482, Special Collections & University Archives, University of Oregon Libraries, Eugene, Oregon.

Learn more about the Shōbundō senjafuda collection at Archives West",Shōbundō senjafuda collection (Coll 482),"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll274,274,,,Fan and Shamisen Spirits,image/jpg,A fan (sensu) spirit held in its own hand on the right side and a shamisen spirit holding a bachi (pick) and a jorurui songbook.,Unknown,,Unknown,single-page; print,Yōkai; Tsukumogami,Japan,35.6762,139.6503,"""Fan and Shamisen Spirits,"" Shōbundō senjafuda collection, Coll 482, Special Collections & University Archives, University of Oregon Libraries, Eugene, Oregon.

Learn more about the Shōbundō senjafuda collection at Archives West",Shōbundō senjafuda collection (Coll 482),"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll275,275,,,Mochi Mortar and Pestle Spirits,image/jpg,A mochi pestle spirit with arms and hands on the right side and a mochi mortar spirit with arms and hands on the left side.,Unknown,,Unknown,single-page; print,Yōkai; Tsukumogami,Japan,35.6762,139.6503,"""Mochi Mortar and Pestle Spirits,"" Shōbundō senjafuda collection, Coll 482, Special Collections & University Archives, University of Oregon Libraries, Eugene, Oregon.

Learn more about the Shōbundō senjafuda collection at Archives West.",Shōbundō senjafuda collection (Coll 482),"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll276,276,,,"Votive slip folio 38 verso 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Tall red horse with two small humans.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0077b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll277,277,,,"Votive slip folio 38 verso 1, 769.952.C685 v.39",image/jpg,"Two-unit votive slip with double black border. Small cyclops animal figure holding tray of food, tongue hanging out. Light grey background. Two white slips with black text and ren mark in upper right and lower left corners.",Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0077a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll278,278,,,"Votive slip folio 37 recto 3, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Male in yellow striped kimono scared by white skeletal figure popping out of lamp.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0076c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll279,279,,,"Votive slip folio 37 recto 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Male in blue scared by leg and arms extending from lamp.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0076b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll280,280,,,"Votive slip folio 37 recto 1, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Male in blue and black kimono scared by leg extending from lamp.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0076a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll281,281,,,"Votive slip folio 37 verso 3, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Black night background. Four white slips with black text at top. Figure running scared down hill by spirit with house for face.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0075c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll282,282,,,"Votive slip folio 37 verso 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. Figure in black scared by lantern with a face.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0075b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll283,283,,,"Votive slip folio 37 verso 1, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Figure scared near red gate and stone lantern.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0075a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll284,284,,,"Votive slip folio 36 recto 3, 769.952.C685 v.39",image/jpg,"Single-unit votive slip with double black border. Black night background. Four white slips with black text at top. Large red arm extending down from clouds, holding human figure by leg above roof.",Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0074c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll285,285,,,"Votive slip folio 36 recto 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Large red spirit holding boat with humans above water.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0074b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll286,286,,,"Votive slip folio 36 recto 1, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark grey background. Four white slips with black text at top. Figure scared by spirit with eyeball and hands coming out of jar.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0074a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll287,287,,,"Votive slip folio 36 verso 3, 769.952.C685 v.39",image/jpg,Single-unit votive slip with double black border. Dark background. Four white slips with black text at top. Female ghoul watching over small human in blue falling down stairs.,Unknown,,Taishō period (1912-1926),single-page; print,Yōkai,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0073c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
